14,205,席田小学校,2,812-0002,福岡市博多区空港前四丁目17番1号,33.595667,130.454267,092-611-4706,092-611-4707,elmusiro@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmusiro/,,,,,,,,,14
14,206,月隈小学校,2,812-0858,福岡市博多区月隈三丁目30番1号,33.573715,130.465779,092-503-5321,092-503-4650,,http://www01.fuku-c.ed.jp/schoolhp/eltukigm/,,,,,,,,,14
14,207,那珂南小学校,2,812-0877,福岡市博多区元町三丁目1番1号,33.540894,130.464427,092-581-0208,092-581-6035,elnakaminami@schoo.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnakami/,,,,,,,,,14
14,208,三筑小学校,2,812-0887,福岡市博多区三筑二丁目9番1号,33.549398,130.455791,092-501-8740,092-501-8741,elsantik@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsantik/,,,,,,,,,14
14,209,住吉小学校,2,812-0018,福岡市博多区住吉四丁目18番1号,33.583056,130.412446,092-431-2739,092-431-2730,elsumiys@school.fuku-c.ed.jp,http://www01.fuku-c.ed.jp/schoolhp/elsumiys/,,,,,,,,,14
14,210,東月隈小学校,2,812-0854,福岡市博多区東月隈四丁目17番1号,33.574931,130.473279,092-504-0550,092-504-0595,,http://www.fuku-c.ed.jp/schoolhp/elhigatu/,,,,,,,,,14
14,211,千代小学校,2,812-0045,福岡市博多区東公園8番1号,33.604335,130.4175,092-651-3070,092-651-7352,eltiyo@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltiyo/,,,,,,,,,14
14,212,東光小学校,2,812-0007,福岡市博多区東比恵二丁目21番1号,33.59177,130.431415,092-411-2498,092-411-2484,,http://www.fuku-c.ed.jp/schoolhp/eltoko/,,,,,,,,,14
14,213,博多小学校,2,812-0023,福岡市博多区奈良屋町1番38号,33.599322,130.406739,092-291-2001,092-291-2002,elhakata@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elhakata/,,,,,,,,,14
14,214,那珂小学校,2,812-0893,福岡市博多区那珂三丁目10番1号,33.570381,130.439032,092-431-4979,092-431-4956,elnaka@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnaka/,,,,,,,,,14
14,215,弥生小学校,2,812-0893,福岡市博多区那珂四丁目9番1号,33.568924,130.446521,092-451-1935,092-451-1936,elyayoi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elyayoi/,,,,,,,,,14
14,216,堅粕小学校,2,812-0013,福岡市博多区博多駅東一丁目8番1号,33.593084,130.422317,092-431-4194,092-431-4978,elkataka@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkataka/,,,,,,,,,14
14,217,春住小学校,2,812-0016,福岡市博多区博多駅南五丁目3番1号,33.578783,130.426147,092-431-2315,092-431-2322,elharuzu@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elharuzu/,,,,,,,,,14
14,218,東住吉小学校,2,812-0016,福岡市博多区博多駅南二丁目6番1号,33.583977,130.422757,092-431-0634,092-431-6614,elhigasm@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elhigasm/,,,,,,,,,14
14,219,板付小学校,2,812-0882,福岡市博多区麦野二丁目3番1号,33.555791,130.458044,092-581-0072,092-581-9312,elitaduk@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elitaduk/,,,,,,,,,14
14,220,板付北小学校,2,812-0888,福岡市博多区板付二丁目2番20号,33.567556,130.450512,092-451-5022,092-451-5024,,http://www.fuku-c.ed.jp/schoolhp/elitakit/,,,,,,,,,14
14,221,美野島小学校,2,812-0017,福岡市博多区美野島三丁目22番7号,33.577014,130.417285,092-431-3834,092-431-3982,elminosi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elminosi/,,,,,,,,,14,,,,,
14,222,警固小学校,3,810-0023,福岡市中央区警固一丁目11番1号,33.584066,130.393091,092-741-3664,092-741-3665,elkego@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkego/,,,,,,,,,14,,,,,
14,223,笹丘小学校,3,810-0034,福岡市中央区笹丘二丁目25番1号,33.566447,130.38085,092-731-0756,092-731-0757,elsasaok@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsasaok/,,,,,,,,,14,,,,,
14,224,春吉小学校,3,810-0003,福岡市中央区春吉一丁目17番38号,33.584397,130.407275,092-751-6386,092-751-6387,elharuyo@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elharuyo/,,,,,,,,,14,,,,,
14,225,赤坂小学校,3,810-0042,福岡市中央区赤坂二丁目5番20号,33.585639,130.387352,092-721-1636,092-721-1637,elakasak@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elakasak/,,,,,,,,,14,,,,,
14,226,草ケ江小学校,3,810-0045,福岡市中央区草香江二丁目3番5号,33.579114,130.373801,092-771-3815,092-771-3816,elkusaga@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkusaga/,,,,,,,,,14,,,,,
14,227,簀子小学校,3,810-0074,福岡市中央区大手門三丁目15番1号,33.592029,130.382191,092-721-1811,092-721-1812,elsunoko@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsunoko/,,,,,,,,,14,,,,,
14,228,大名小学校,3,810-0041,福岡市中央区大名二丁目6番11号,33.588955,130.395033,092-741-2920,092-741-4038,eldaimyo@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eldaimyo/,,,,,,,,,14,,,,,
14,229,南当仁小学校,3,810-0053,福岡市中央区鳥飼二丁目4番61号,33.584397,130.370346,092-741-8792,092-741-8793,,http://www.fuku-c.ed.jp/schoolhp/elmtojin/,,,,,,,,,14,,,,,
14,230,当仁小学校,3,810-0063,福岡市中央区唐人町三丁目1番45号,33.593048,130.371827,092-741-2701,092-741-4475,,http://www.fuku-c.ed.jp/schoolhp/eltounin/tounin-index-top.htm,,,,,,,,,14,,,,,
14,231,高宮小学校,3,810-0012,福岡市中央区白金二丁目15番40号,33.577085,130.40544,092-522-8213,092-522-8214,eltakami@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltakami/,,,,,,,,,14,,,,,
14,232,舞鶴小学校,3,810-0041,福岡市中央区大名二丁目6番11号,33.589021,130.395135,092-741-6322,092-741-4039,,http://www.fuku-c.ed.jp/schoolhp/elmaizur/,,,,,,,,,14,,,16,33.589021,130.395135
14,233,福浜小学校,3,810-0066,福岡市中央区福浜一丁目2番1号,33.597552,130.368383,092-771-0125,092-771-2069,elfukuha@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elfukuha/,,,,,,,,,14,,,,,
14,234,平尾小学校,3,810-0014,福岡市中央区平尾三丁目29番1号,33.575628,130.396267,092-522-8215,092-522-8216,elhirao@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elhirao/,,,,,,,,,14,,,,,
14,235,小笹小学校,3,810-0016,福岡市中央区平和五丁目13番1号,33.564007,130.394883,092-522-8217,092-522-8218,,http://www.fuku-c.ed.jp/schoolhp/elozasa/,,,,,,,,,14,,,,,
14,236,宮竹小学校,4,811-1302,福岡市南区井尻一丁目1番1号,33.557489,130.44136,092-581-0361,092-581-0424,elmiyata@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmiyata/,,,,,,,,,14,,,,,
14,237,塩原小学校,4,815-0032,福岡市南区塩原一丁目27番1号,33.564525,130.431962,092-551-1355,092-551-1429,elsiobar@schoolfuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsiobar/,,,,,,,,,14
14,238,曰佐小学校,4,811-1311,福岡市南区横手三丁目42番1号,33.544337,130.43708,092-591-5028,092-591-5038,,http://www.fuku-c.ed.jp/schoolhp/elosa/,,,,,,,,,14
14,239,横手小学校,4,811-1311,福岡市南区横手四丁目22番1号,33.549255,130.435631,092-501-9275,092-501-9334,,http://www.fuku-c.ed.jp/schoolhp/elyokote/,,,,,,,,,14
14,240,東花畑小学校,4,811-1351,福岡市南区屋形原二丁目23番1号,33.538104,130.409174,092-566-7700,092-566-7701,elhigsih@school.fuku-c.ed.jp,http://www01.fuku-c.ed.jp/schoolhp/elhigsih/,,,,,,,,,14
14,241,花畑小学校,4,811-1356,福岡市南区花畑三丁目34番1号,33.533471,130.401599,092-565-4983,092-565-4984,,http://www.fuku-c.ed.jp/schoolhp/elhanaha/,,,,,,,,,14
14,242,玉川小学校,4,815-0035,福岡市南区向野一丁目5番1号,33.563515,130.421576,092-541-5331,092-541-5332,tamagawa.EL@city.fukuoka.lg.jp,http://www.fuku-c.ed.jp/schoolhp/eltamaga/,,,,,,,,,14
14,243,高木小学校,4,815-0004,福岡市南区高木三丁目11番1号,33.556041,130.435663,092-501-7521,092-501-7523,eltakagi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltakagi/,,,,,,,,,14
14,244,三宅小学校,4,811-1344,福岡市南区三宅二丁目23番1号,33.549639,130.426372,092-541-6468,092-541-6469,,http://www.fuku-c.ed.jp/schoolhp/elmiyake/,,,,,,,,,14
14,245,若久小学校,4,815-0042,福岡市南区若久一丁目12番1号,33.554897,130.411706,092-541-4210,092-541-4227,,http://www.fuku-c.ed.jp/schoolhp/elwakahi/,,,,,,,,,14
14,246,東若久小学校,4,815-0042,福岡市南区若久三丁目37番1号,33.550176,130.41603,092-561-8020,092-561-7855,elhwakhi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elhwakhi/,,,,,,,,,14
14,247,西長住小学校,4,811-1361,福岡市南区西長住一丁目9番20号,33.551034,130.389766,092-512-1335,092-512-4343,elnishina@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnisina/,,,,,,,,,14
14,248,大池小学校,4,815-0072,福岡市南区多賀二丁目8番1号,33.559081,130.410054,092-561-1016,092-561-1046,elooike@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elooike/,,,,,,,,,14
14,249,大楠小学校,4,815-0082,福岡市南区大楠三丁目10番1号,33.570873,130.414356,092-522-8211,092-522-8212,eloogusu@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eloogusu/,,,,,,,,,14
14,250,長丘小学校,4,815-0075,福岡市南区長丘二丁目22番42号,33.557176,130.396696,092-511-1350,092-511-1413,elnagaok@scool.fuhu-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnagaok/,,,,,,,,,14
14,251,長住小学校,4,811-1362,福岡市南区長住四丁目5番39号,33.54811,130.395033,092-541-2931,092-541-2932,,http://www01.fuku-c.ed.jp/schoolhp/elnagazm/,,,,,,,,,14
14,252,鶴田小学校,4,811-1352,福岡市南区鶴田三丁目7番1号,33.528141,130.412114,092-566-5677,092-566-6008,,http://www.fuku-c.ed.jp/schoolhp/elturuta/,,,,,,,,,14
14,253,筑紫丘小学校,4,815-0034,福岡市南区南大橋一丁目13番1号,33.554485,130.421072,092-551-1572,092-551-1575,eltiksig@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltiksig/,,,,,,,,,14
14,254,柏原小学校,4,811-1353,福岡市南区柏原五丁目21番1号,33.528392,130.391793,092-565-4555,092-565-4556,elkasiha@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkasiha/,,,,,,,,,14
14,255,西花畑小学校,4,811-1355,福岡市南区桧原二丁目20番1号,33.539821,130.396836,092-565-1573,092-565-1574,elnisiha@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnisiha/,,,,,,,,,14
14,256,西高宮小学校,4,815-0071,福岡市南区平和一丁目6番55号,33.569907,130.402629,092-531-8136,092-531-8137,elnisita@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnisita/,,,,,,,,,14
14,257,野多目小学校,4,811-1347,福岡市南区野多目二丁目6番1号,33.540563,130.424613,092-565-7651,092-565-7652,,http://www.fuku-c.ed.jp/schoolhp/elnotame/,,,,,,,,,14
14,258,弥永小学校,4,811-1323,福岡市南区弥永四丁目2番1号,33.529295,130.435234,092-581-5585,092-581-5558,,http://www.fuku-c.ed.jp/schoolhp/elyanaga/,,,,,,,,,14
14,259,弥永西小学校,4,811-1323,福岡市南区弥永二丁目10番1号,33.525995,130.429752,092-585-1556,092-585-1589,elyanagn@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elyanagn/,,,,,,,,,14
14,260,老司小学校,4,811-1346,福岡市南区老司三丁目2番1号,33.534938,130.422252,092-565-2529,092-565-2651,,http://www.fuku-c.ed.jp/schoolhp/elrouji/framepage1.htm,,,,,,,,,14
14,261,七隈小学校,5,814-0133,福岡市城南区七隈四丁目25番8号,33.554467,130.35863,092-871-3900,092-871-3901,elnanakm@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnanakm/,,,,,,,,,14
14,262,金山小学校,5,814-0131,福岡市城南区松山一丁目20番56号,33.556381,130.367804,092-861-5313,092-861-5129,elkanaya@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkanaya/,,,,,,,,,14
14,263,城南小学校,5,814-0111,福岡市城南区茶山六丁目20番1号,33.567771,130.361055,092-851-5154,092-851-5166,,http://www.fuku-c.ed.jp/schoolhp/eljyouna/,,,,,,,,,14
14,264,長尾小学校,5,814-0123,福岡市城南区長尾五丁目1番1号,33.557275,130.381204,092-871-2271,092-871-2272,elnagao@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnagao/,,,,,,,,,14
14,265,鳥飼小学校,5,814-0103,福岡市城南区鳥飼四丁目13番2号,33.57965,130.365454,092-831-4238,092-831-4239,eltorika@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltorika/,,,,,,,,,14
14,266,堤丘小学校,5,814-0151,福岡市城南区堤一丁目16番1号,33.545803,130.379584,092-863-7611,092-863-7671,eltutumg@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltutumg/,,,,,,,,,14
14,267,田島小学校,5,814-0113,福岡市城南区田島三丁目20番1号,33.564624,130.368801,092-844-2848,092-844-4478,,http://www.fuku-c.ed.jp/schoolhp/eltasima/,,,,,,,,,14
14,268,南片江小学校,5,814-0143,福岡市城南区南片江二丁目9番1号,33.543925,130.374649,092-862-2311,092-862-4639,elmkatae@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmkatae/,,,,,,,,,14
14,269,堤小学校,5,814-0153,福岡市城南区樋井川六丁目27番56号,33.541761,130.384519,092-861-2785,092-861-2484,eltutumi@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltutumi/,,,,,,,,,14
14,270,別府小学校,5,814-0104,福岡市城南区別府六丁目9番1号,33.569728,130.366623,092-821-1238,092-821-1239,elbefu@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elbefu/,,,,,,,,,14
14,271,片江小学校,5,814-0142,福岡市城南区片江四丁目5番1号,33.551338,130.372063,092-862-1600,092-862-4532,,http://www.fuku-c.ed.jp/schoolhp/elkatae/,,,,,,,,,14
14,272,賀茂小学校,6,814-0164,福岡市早良区賀茂一丁目31番1号,33.552053,130.340102,092-862-0233,092-862-4516,,http://www.fuku-c.ed.jp/schoolhp/elkamo/,,,,,,,,,14
14,273,原西小学校,6,814-0022,福岡市早良区原五丁目16番10号,33.564351,130.338993,092-831-6960,092-831-2496,elharani@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elharani/,,,,,,,,,14
14,274,大原小学校,6,814-0022,福岡市早良区原三丁目8番10号,33.570578,130.344125,092-843-7731,092-843-9430,eloohara@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eloohara/ohara-indexa.htm,,,,,,,,,14
14,275,飯原小学校,6,814-0022,福岡市早良区原七丁目3番1号,33.561933,130.346346,092-862-2155,092-862-2156,eliihara@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eliihara/,,,,,,,,,14
14,276,原小学校,6,814-0022,福岡市早良区原二丁目5番1号,33.568638,130.349425,092-821-2535,092-821-2536,,http://www.fuku-c.ed.jp/schoolhp/elhara/,,,,,,,,,14
14,277,四箇田小学校,6,814-0176,福岡市早良区四箇田団地56番1号,33.533597,130.331186,092-811-6103,092-811-1968,elsikata@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsikata/,,,,,,,,,14
14,278,室見小学校,6,814-0015,福岡市早良区室見三丁目3番1号,33.57511,130.344093,092-831-3783,092-831-3784,,http://www.fuku-c.ed.jp/schoolhp/elmuromi/,,,,,,,,,14
14,279,小田部小学校,6,814-0032,福岡市早良区小田部六丁目4番1号,33.573912,130.328676,092-845-8330,092-845-8331,elkotabe@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elkotabe/,,,,,,,,,14
14,280,高取小学校,6,814-0012,福岡市早良区昭代二丁目15番51号,33.577148,130.35259,092-821-6636,092-821-6637,eltakato@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltakato/,,,,,,,,,14
14,281,西新小学校,6,814-0002,福岡市早良区西新六丁目4番1号,33.586086,130.355294,092-831-4584,092-831-4585,elnisiji@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnisiji/,,,,,,,,,14
14,282,早良小学校,6,811-1122,福岡市早良区早良一丁目8番1号,33.505341,130.337194,092-804-5550,092-804-5512,elsawara@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elsawara/,,,,,,,,,14
14,283,曲渕小学校,6,811-1133,福岡市早良区大字曲渕713番地の1,33.497861,130.29827,092-804-3280,092-804-4669,elmagari@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elmagari/,,,,,,,,,14
14,284,脇山小学校,6,811-1111,福岡市早良区大字脇山2558番地,33.48937,130.352783,092-804-2805,092-804-2842,elwakiya@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elwakiya/,,,,,,,,,14
14,285,田隈小学校,6,814-0174,福岡市早良区田隈二丁目7番1号,33.544551,130.338643,092-871-3706,092-871-3707,eltaguma@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltaguma/,,,,,,,,,14
14,286,田村小学校,6,814-0175,福岡市早良区田村三丁目32番1号,33.541734,130.330478,092-864-4362,092-864-4691,eltamura@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eltamura/,,,,,,,,,14
14,287,入部小学校,6,811-1102,福岡市早良区東入部二丁目21番15号,33.521496,130.337774,092-804-2902,092-804-2999,elirube@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elirube/,,,,,,,,,14
14,288,内野小学校,6,811-1123,福岡市早良区内野八丁目15番1号,33.49362,130.337698,092-804-2207,092-804-4100,elutino@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elutino/,,,,,,,,,14
14,289,原北小学校,6,814-0031,福岡市早良区南庄四丁目5番40号,33.57452,130.334072,092-821-5586,092-821-6908,elharaki@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elharaki/,,,,,,,,,14
14,290,飯倉中央小学校,6,814-0161,福岡市早良区飯倉三丁目6番35号,33.56558,130.350938,092-845-5425,092-845-5426,eliikurc@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/eliikurc/,,,,,,,,,14
14,291,飯倉小学校,6,814-0161,福岡市早良区飯倉七丁目30番9号,33.55715,130.349586,092-801-4400,092-801-8948,,http://www.fuku-c.ed.jp/schoolhp/eliikura/,,,,,,,,,14
14,292,百道小学校,6,814-0006,福岡市早良区百道三丁目1番1号,33.58496,130.347397,092-821-2183,092-821-4799,,http://www.fuku-c.ed.jp/schoolhp/elmomoti/,,,,,,,,,14
14,293,百道浜小学校,6,814-0001,福岡市早良区百道浜四丁目24番1号,33.592279,130.349039,092-845-7750,092-845-7751,,http://www.fuku-c.ed.jp/schoolhp/elmomoth/,,,,,,,,,14
14,294,野芥小学校,6,814-0171,福岡市早良区野芥七丁目16番1号,33.539758,130.341829,092-862-1814,092-862-4571,elnoke@school.fuku-c.ed.jp,http://www.fuku-c.ed.jp/schoolhp/elnoke/,,,,,,,,,14
14,295,有住小学校,6,814-0033,福岡市早良区有田七丁目17番1号,33.561271,130.331122,092-831-5558,092-831-5559,,http://www.fuku-c.ed.jp/schoolhp/elarizum/,,,,,,,,,14
